n,shamir_decryption_ms,paillier_decryption_ms
2,0.0024896697141230106,0.010959419887512922
10,0.00956786097958684,0.011264602653682232
100,0.5569273722358048,0.01167601440101862
250,3.0590141657739878,0.012185762170702219
500,11.721293826121837,0.011717609595507383
