n,encryption_time_ms,addition_time_ms,decryption_time_ms,total_time_ms,result
2,0.04111903253942728,0.007322069723159075,0.010698859114199877,0.059139961376786225,"[2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5]"
10,0.17021468374878168,0.010613095946609974,0.010125699918717146,0.19095347961410883,"[11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1, 11.1]"
100,1.5766048803925514,0.0652153161354363,0.011003005784004927,1.6528232023119929,"[104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39, 104.39]"
250,3.861781826708466,0.15249920543283224,0.011214148253202438,4.0254951803945005,"[243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964, 243.964]"
500,7.699434261303395,0.29966305010020733,0.011403555981814861,8.010500867385417,"[494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238, 494.238]"
