n,shamir_encryption_ms,paillier_encryption_ms
2,0.005217909347265959,0.04111903253942728
10,0.13533589662984014,0.17021468374878168
100,175.3086992772296,1.5766048803925514
250,3727.799353701994,3.861781826708466
500,35707.07442263374,7.699434261303395
